Filename	pent-1-en-3-ol	pentan-3-one	pentan-1-ol	cyclopentanone	(Z)-hex-3-en-1-ol	hexyl formate	anisole	(E)-4-oxohex-2-enal	b-myrcene	phenylmethanol	(Z)-b-ocimene	(E)-b-ocimene	3-ethenyl-1,2-dimethylcyclohexa-1,4-diene	2-methoxyethylbenzene	2-phenylethanol	allo-ocimene	cosmene	2,6-dimethylocta-3,5,7-trien-2-ol	2,3-dihydro-1-benzofuran	indole	ylangene	b-elemene	germacrene B	a-guaiene	guaia-6,9-diene	g-selinene	a-gurjunene	a-panasinsene	(3E)-hex-3-en-1-yl acetate	3,4-dimethylocta-2,4,6-triene	carveol	cyclopentanol	3-methylbut-2-en-1-ol	2-methyl-6-methylideneocta-1,7-dien-3-one
cmn6reallycm7_08302019am.qgd	28892	0	0	1569311	104351	196457	161432	32082	385479	25569	157187	3065384	12931	511216	45144	31610	43667	0	7294	7145	4125	0	4682	0	43857	20902	7710	5324	108509	31610	0	870174	0	0
elk1_08292019am.qgd	27466	429726	21584	47614	18262	413801	28724	0	185075	38159	698188	7311157	33442	1818480	500896	291899	174914	102685	0	233252	53016	0	7734	45638	201476	150646	0	0	0	284561	0	429726	22533	0
elk2_08292019am.qgd	214141	680481	27767	138299	51796	413583	16948	0	2600003	97793	309690	2541876	15394	2526220	1080638	68607	87121	7864	1955	65435	65580	38367	32427	78809	258281	176103	29777	56307	23787	68607	0	680481	0	64095
elk3_08292019am.qgd	56048	532268	16943	74843	110500	442033	31541	54112	611345	23254	780549	5348168	27281	3374513	623108	162460	126751	38880	9960	457804	40056	0	0	33857	256489	120623	0	0	78578	162460	0	532268	10085	0
elk4_08292019am.qgd	106335	471434	9899	68353	21368	70521	2074	3149	125786	4086	229860	1273158	4825	295718	9303	38237	18992	0	18927	9345	5132	0	2470	0	16221	7169	3200	3945	5192	38237	0	471434	6681	0
elk5_08292019am.qgd	60493	350301	41810	54778	37575	161423	21413	0	94721	20503	65580	812162	7881	2903208	304862	15083	36321	0	50366	88421	34280	0	10634	45377	280418	119552	58383	57461	18256	15083	0	350301	80608	0
elk6_08292019am.qgd	14506	167354	8709	70040	36390	126414	11218	0	314451	15345	128091	1446623	8573	2204562	206913	32100	31836	0	5777	294478	20105	0	4911	22764	125557	61857	21933	24456	28111	32100	0	167354	0	0
elk7_08292019am.qgd	14086	0	0	0	53612	143858	2663	16087	298444	0	188918	1514628	9252	29749	30741	30800	36171	0	116110	13495	10413	0	0	11358	40158	23560	5391	8026	35257	30800	0	167083	28188	0
elk8_08292019am.qgd	10469	87293	0	41437	16274	0	900	0	79465	8091	56107	232092	0	63717	63441	11660	13481	0	6490	60390	0	0	3099	0	19730	8390	6856	5613	4585	11660	0	0	0	0
ERB1_08282019.qgd	16136	171757	7259	47938	42587	144002	0	0	0	13430	3100	0	0	0	6632	0	0	0	0	1424	0	0	0	0	0	0	0	0	12376	0	0	171757	0	0
ERB2_08282019.qgd	789	19478	0	20092	12267	52181	0	1851	0	4916	0	0	0	0	658	0	0	0	1989	1606	0	0	0	0	0	0	0	0	5584	0	0	0	0	0
ERB3_08282019.qgd	2806	372562	30755	100861	62220	349426	1928	4455	73739	42806	34335	172633	2968	0	91419	9851	25402	0	6837	3544	0	0	0	0	11413	6954	0	0	15318	9851	0	0	2829	8844
ERB4_08282019.qgd	5960	2092	3265	12725	6197	25474	0	0	6453	0	1314	0	0	0	516	0	0	0	387	309	0	0	0	0	0	0	0	0	0	0	0	33059	0	0
ERB5_08282019.qgd	20825	258059	12392	147765	53267	294959	993	9787	273770	6386	42116	19482	0	0	1940	5914	4350	0	1466	1130	0	0	0	0	4054	3260	0	0	20809	5914	0	0	0	10715
ERB6_08282019.qgd	787	28428	1145	7537	0	26870	0	694	18268	1235	4413	8991	339	0	454	561	1555	0	0	0	0	0	0	0	0	0	0	0	0	561	0	0	0	2186
ERB7_08282019.qgd	17172	392436	11375	121650	226379	607493	1178	14917	59732	55520	8477	18314	0	0	17350	1786	0	0	2224	3952	0	0	0	0	4744	3152	0	191	28161	1786	0	0	4135	0
ERB8_08282019.qgd	13253	31245	1796	14843	0	22442	0	1652	9339	6297	1925	0	0	0	1279	491	0	0	1691	3151	0	0	0	0	0	0	0	0	0	491	0	0	0	0
ERB9_08282019.qgd	10696	0	0	11680	0	28579	173	3589	15299	9263	11958	0	0	0	1146	1786	0	0	1565	2680	0	0	0	0	0	0	0	0	0	1786	0	0	0	0
JH_Lup_arg_BVB_24-10_772025_01.qgd	183690	905695	21054	459430	68485	258611	0	0	0	101774	251608	0	0	0	36216	0	0	0	0	0	0	0	0	0	0	0	0	0	134153	38050	0	0	0	0
JH_Lup_arg_BVB_24-11_772025_07.qgd	152694	1015891	50907	533179	50087	79080	2088	14446	0	0	499104	0	0	0	11210	95995	0	0	2126	13142	0	0	0	0	5830	0	0	2269	32514	95995	0	0	0	0
JH_Lup_arg_BVB_24-11redo_792025_04.qgd	2811	160796	0	290842	0	242849	12343	0	0	236235	0	0	0	0	69744	5986	0	0	0	5662	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JH_Lup_arg_BVB_24-12_792025_02.qgd	6057	98752	7808	243367	58519	95031	0	0	0	54203	16855	16855	0	0	20485	0	0	0	5757	0	0	0	0	0	0	0	0	0	96997	0	0	0	0	0
JH_Lup_arg_BVB_24-13_772025_04.qgd	10125	442187	36182	370809	0	173536	12384	0	0	189744	0	0	0	0	49015	4426	0	0	0	17246	0	0	0	0	0	0	0	0	34593	4426	0	442187	0	0
JH_Lup_arg_BVB_24-15_772025_03.qgd	10141	545755	20770	737852	216027	434196	2663	0	0	120062	77337	77337	0	0	52230	3868	0	0	0	0	0	0	0	0	0	0	0	0	211185	3868	0	0	0	0
JH_Lup_arg_BVB_24-18_792025_07.qgd	9919	300165	19340	657952	263484	566705	18359	0	0	705895	0	58981	0	0	1350948	0	0	0	0	4554172	0	0	0	0	0	41746	0	0	385479	0	0	0	0	0
JH_Lup_arg_BVB_24-19_772025_02.qgd	96045	1465245	20399	1115697	190609	294581	7407	0	391088	97684	150492	150451	0	0	34981	16035	11899	0	0	5912	0	0	0	0	0	0	0	0	353552	16035	0	17401	0	0
JH_Lup_arg_BVB_24-21_792025_11.qgd	9910	304882	18316	549107	566626	274571	6770	0	0	176731	0	0	0	0	50825	6072	0	0	0	20724	0	0	0	0	0	0	0	0	1518486	5912	0	0	0	0
JH_Lup_arg_BVB_24-23redo3_7122025_02.qgd	4585	417966	13338	376465	197431	197848	8658	0	0	161656	0	0	0	0	42766	4506	0	0	0	15037	0	0	0	0	0	0	0	0	1218641	3605	0	0	0	0
JH_Lup_arg_BVB_24-26_792025_06.qgd	55564	403247	0	171690	114873	189617	9275	0	0	126823	55333	55333	0	0	34139	27462	0	0	0	0	0	0	0	0	0	10306	0	0	149081	27913	0	0	0	0
JH_Lup_arg_BVB_24-27_792025_13.qgd	789490	764993	22136	187920	0	139499	0	0	0	99454	71982	0	0	87786	25135	5262	13817	0	0	16401	0	0	0	0	0	11404	0	0	180119	5262	0	0	0	0
JH_Lup_arg_BVB_24-27redo_7102025_04.qgd	41094	763613	0	191411	130729	92515	10739	0	0	60345	12140	6938	0	0	160805	3223	0	0	0	92869	0	0	0	0	0	14063	0	0	39051	3223	1291	763613	0	0
JH_Lup_arg_BVB_24-29_792025_12.qgd	5224	191518	10206	446437	222317	432190	11779	0	0	251922	54912	54912	0	397268	324623	0	0	0	0	73600	0	0	0	0	0	0	0	0	643764	0	0	0	0	0
JH_Lup_arg_BVB_24-30redo_7102025_02.qgd	8944	558320	51479	2015721	208694	1006503	11152	0	0	178361	0	0	0	0	85169	6971	0	0	0	0	0	0	0	0	0	0	0	0	68973	8903	0	0	0	0
JH_Lup_arg_BVB_24-5_772025_08.qgd	40051	776803	16955	675363	527330	208205	18593	0	0	174122	58073	58073	0	0	41989	15171	0	0	0	27077	0	0	0	0	0	13918	0	0	416239	15171	0	739278	0	0
JH_Lup_arg_BVB_24-7_772025_06.qgd	3036	118626	6950	289325	87622	0	11186	0	0	170754	21994	32143	0	0	180316	2493	0	0	0	1199397	0	0	0	0	0	0	0	0	0	2493	0	0	0	0
JH_Lup_arg_BVB_24-8_772025_05.qgd	30277	325915	11981	183024	101777	211287	15129	0	0	189021	0	0	0	0	57524	10014	0	0	0	0	0	0	0	0	0	0	0	0	203914	0	0	325915	0	0
JH_Lup_arg_BVB_24-Air1_792025_10.qgd	58608	378736	9807	295165	249218	133693	2953	0	192430	95753	47297	47227	0	0	26511	29834	20200	0	9779	35777	0	0	0	0	0	0	0	0	327768	29834	0	0	0	0
JH_Lup_arg_BVB_24-Air3_792025_06.qgd	3564	242731	14077	444112	128990	123023	2464	0	0	119893	18663	18663	0	0	90863	5039	0	0	0	15176	0	0	0	0	0	0	0	0	176721	5039	0	0	0	0
JH_Lup_arg_CIN_23-10_8312023_04.qgd	1979	398660	51056	205294	155453	45983	1685	8393	52047	0	162938	1806192	7723	210734	43049	45397	20704	6914	5302	39064	5825	14962	2683	4605	12139	4584	3309	3475	37484	44134	0	375321	0	12478
JH_Lup_arg_CIN_23-11_8312023_05.qgd	0	72874	0	74701	44378	89689	2921	0	668905	0	1157842	5298849	32679	495834	31235	190853	122387	95405	7867	21200	16362	0	0	6212	20576	0	0	0	25798	193443	0	0	0	0
JH_Lup_arg_CIN_23-12_8312023_06.qgd	14895	185241	28288	179920	58607	67562	1892	0	56398	0	25846	331181	2592	274034	49376	10188	15728	3994	34035	43777	53852	4769	36441	52837	93945	46724	58161	55511	95898	10188	0	0	0	0
JH_Lup_arg_CIN_23-13_8312023_07.qgd	4872	57911	6188	64185	17595	40244	1309	0	29995	0	22056	121145	1523	76736	4547	2987	4099	0	4289	12076	4296	1556	0	3537	4395	0	0	0	36339	2987	0	0	0	0
JH_Lup_arg_CIN_23-14_8312023_08.qgd	759	186877	26479	222728	503818	194751	4570	76370	326225	0	757311	5635773	23981	2868184	1417315	125441	85318	46484	116363	602500	23753	10915	26639	37144	107476	49034	34854	34946	792982	125441	0	0	0	0
JH_Lup_arg_CIN_23-15_8312023_09.qgd	2557	67281	4431	72447	144326	106302	2545	0	0	0	66928	745193	6468	391468	43585	17161	18701	0	46770	21679	0	0	0	0	3438	0	0	0	93556	16987	0	0	0	0
JH_Lup_arg_CIN_23-6_8312023_01.qgd	4666	70523	3862	109573	142798	142313	3459	0	502703	0	121579	1164851	10560	152265	46884	20660	29405	0	176906	188265	4573	0	1423	0	2765	0	0	0	49812	20660	0	0	0	0
JH_Lup_arg_CIN_23-7_8312023_02.qgd	4719	67102	26646	91283	51928	29200	2505	0	57175	0	106225	2064280	8351	424626	140026	42613	36279	22059	10602	11739	18111	5236	29806	24336	37817	21966	0	37623	64213	42613	0	0	0	0
JH_Lup_arg_CIN_23-8_8312023_03.qgd	45353	621032	36938	714793	89747	137809	7905	0	746401	0	1048481	7992191	34250	1775037	0	223604	101915	28734	8108	5541	6391	2977	0	0	20205	6254	1413	0	62288	223604	0	621032	14770	0
JH_Lup_arg_CIN23_23-14redo_7102025_05.qgd	170646	1509188	45000	197527	451850	701494	27597	0	0	0	663733	2185037	0	3077134	702283	135690	222803	0	0	327065	0	0	0	0	0	0	0	0	5073471	135690	181970	1509188	0	0
JH_Lup_arg_CIN23_23-2_792025_14.qgd	171000	1484503	95197	515543	115742	433425	4110	0	0	159403	213563	2078835	0	592552	1117706	92297	104468	0	0	250862	0	0	0	0	0	0	0	0	19750	92297	88478	1417450	0	0
JH_Lup_arg_CIN23_23-9_792025_19.qgd	4743	305502	10204	80924	72449	58847	5437	0	0	107910	11242	0	0	0	98137	0	11517	0	1348	42596	0	0	0	0	0	9140	0	0	136741	0	0	0	0	15643
JH_Lup_arg_CIN23_24-12_7102025_10.qgd	3484	498645	31390	551979	150299	440015	33666	0	0	866365	559496	559496	0	152373	2017572	17326	0	0	0	62277	0	0	0	0	0	0	0	0	288882	17326	0	35068	0	0
JH_Lup_arg_CIN23_24-13_792025_15.qgd	35724	459630	17011	550774	67723	324451	9211	0	0	196873	1480868	1480868	0	3484784	367392	32441	91905	0	0	194061	0	0	0	0	7696	0	0	0	0	32441	0	0	0	0
JH_Lup_arg_CIN23_24-14_7102025_06.qgd	716143	3172581	80506	697199	90442	248099	6468	0	0	69515	575603	575603	0	156645	45794	31960	37005	0	0	15842	0	0	0	0	0	0	0	0	54788	31960	0	0	0	0
JH_Lup_arg_CIN23_24-15_7102025_08.qgd	234367	1027150	101672	227354	97889	185239	136875	40475	460527	0	3523810	3523810	23135	904345	103298	153633	65530	45983	0	121865	0	0	0	0	0	0	0	0	97713	153633	0	0	0	0
JH_Lup_arg_CIN23_24-17_792025_21.qgd	15476	352465	7398	139470	0	88045	14229	0	0	161004	191764	0	0	382433	86787	3208	18811	0	0	239621	0	0	0	0	0	0	0	0	0	5275	0	0	0	0
JH_Lup_arg_CIN23_24-19_7102025_09.qgd	1571	217128	4372	49561	32840	33030	3291	0	0	61691	43079	43079	0	30922	82400	4417	2658	0	0	93731	0	0	0	17377	0	24916	0	0	60817	4417	0	217139	0	0
JH_Lup_arg_CIN23_24-20_792025_18.qgd	950414	3138140	34937	740881	779735	699516	14525	0	339155	0	1327680	1327680	0	1570812	87135	80141	59798	0	0	38651	0	0	0	0	8064	0	0	0	238051	80141	62757	3104627	0	0
JH_Lup_arg_CIN23_24-4_792025_16.qgd	95139	911112	36611	422091	51154	196501	7652	0	0	100520	68778	243533	0	467505	68400	15245	28192	0	0	34352	0	0	0	0	0	0	0	0	0	15872	0	911112	0	0
JH_Lup_arg_CIN23_24-9_792025_17.qgd	8112	84389	5050	100177	34165	140981	0	0	0	41450	0	0	0	43753	27234	0	0	0	0	1110	0	0	0	0	2492	6058	0	0	18725	0	0	0	0	0
JH_Lup_arg_CIN23_24-Air2_792025_22.qgd	3306	205122	0	547104	124563	309740	22467	0	0	316469	93737	1145827	0	232329	429135	27644	103488	0	8978	2182795	0	0	0	0	0	0	0	0	0	27644	0	0	0	0
JH_Lup_arg_ELK_23-1_912023_07.qgd	18060	306617	15708	1126956	55184	127107	4466	31471	213159	0	86277	281336	4378	82097	10756	21653	12139	0	28886	8241	5577	25930	0	0	2369	0	0	0	158958	21653	0	301781	0	0
JH_Lup_arg_ELK_23-2_912023_08.qgd	34108	511207	0	600878	44061	90603	2139	0	51883	0	141312	2179696	13874	174272	10616	30108	41801	12753	15977	8907	7914	0	3499	6757	13853	6707	3049	4586	23730	30108	0	0	0	0
JH_Lup_arg_ELK_23-3_912023_09.qgd	55512	222010	4987	152878	36903	21384	507	2217	0	0	5860	17616	0	2107	0	1306	0	0	0	2491	0	0	0	0	577	0	0	0	12397	1025	0	222010	0	0
JH_Lup_arg_ELK_23-5_912023_01.qgd	4613	106093	9069	293686	144494	481620	11659	23242	288964	46336	21872	147433	0	628699	48024	2736	9669	0	0	8798	15960	14872	9630	16944	15575	7591	17876	35845	73570	2736	5420	0	0	0
JH_Lup_arg_ELK_23-6_912023_02.qgd	4110	109223	10843	302816	90599	111268	3502	0	88220	0	11542	63586	0	175733	6244	1666	0	0	94588	3603	0	0	0	0	0	1897	0	0	19712	1666	0	0	0	0
JH_Lup_arg_ELK_23-7_912023_03.qgd	4835	9610	8906	167051	1653116	492551	3701	635109	184467	80428	0	41727	0	472560	580028	2220	0	0	13425	121505	14300	5703	0	0	21079	11910	18598	27576	637629	2220	0	0	0	0
JH_Lup_arg_ELK_23-8_912023_04.qgd	3601	109093	8902	88985	41638	75509	0	0	0	43327	0	11781	0	0	28597	2091	3230	0	111342	14874	10234	0	0	0	0	0	0	0	27544	2091	0	0	0	0
JH_Lup_arg_ELK_23-9redo_922023_05.qgd	1594	0	7620	220232	134926	59070	2554	27987	0	0	19205	159016	0	13956	3223	3175	4197	0	5658	1580	0	0	0	0	0	0	0	0	23315	3361	0	89201	0	0
JH_Lup_arg_ERB_23-1_8312023_12.qgd	75	668740	14744	1095278	161062	215278	1814	0	273593	0	126131	235234	0	0	46293	13269	12647	24981	37532	13257	5826	0	0	0	4093	2514	0	0	604623	13269	12266	0	0	87211
JH_Lup_arg_ERB_23-10_912023_01.qgd	62660	1145276	18754	857351	85091	355736	6488	6284	113640	0	422464	1127185	9427	0	13849	83832	30950	13899	19251	5718	0	8178	0	0	0	0	0	2406	186794	83832	0	14448	0	0
JH_Lup_arg_ERB_23-11_912023_02.qgd	55116	278575	4337	148973	27519	51866	732	0	323507	0	51284	100198	2113	0	2227	11174	9098	0	133487	6402	0	0	1093	0	0	0	0	1187	13719	11174	0	0	0	0
JH_Lup_arg_ERB_23-12_912023_03.qgd	255389	1471983	20014	465441	56413	363731	1222	12688	133019	0	317483	716355	4626	0	2703	66555	15031	0	26838	4528	0	0	0	0	0	2773	0	0	83390	66555	0	1471983	0	0
JH_Lup_arg_ERB_23-2_8312023_13.qgd	4256	225782	9618	789005	967584	332808	1298	31464	1094332	63121	55509	202281	0	0	21802	13778	4488	0	4792	6827	0	5963	0	0	0	0	0	0	7416218	13778	0	0	0	0
JH_Lup_arg_ERB_23-3_8312023_14.qgd	3348	59202	5445	114681	40790	99790	0	8681	115742	45112	12810	38348	0	0	23209	4279	5956	0	909912	13194	0	0	0	0	0	0	0	0	252356	4173	0	0	0	0
JH_Lup_arg_ERB_23-4_8312023_15.qgd	38082	586535	22939	3448172	409737	353108	1979	0	460458	0	200579	628859	7214	0	0	49723	28779	0	29534	5455	0	0	0	0	5294	0	0	0	550740	49208	0	586535	0	68427
JH_Lup_arg_ERB_23-5_8312023_16.qgd	421543	3772143	23749	861297	31267	132746	0	0	0	0	236323	453046	4986	0	0	41926	18751	6593	15179	3350	0	3003	0	0	0	0	0	0	15345	41563	0	6934	0	0
JH_Lup_arg_ERB_23-6_8312023_17.qgd	5031	140754	6197	166453	28065	190059	1305	0	133025	0	118529	508388	0	0	12580	20363	11295	0	267969	8335	0	15106	0	12887	12887	0	0	15122	29602	20363	10504	140754	0	0
JH_Lup_arg_ERB_23-7_8312023_18.qgd	5723	5569	8779	115589	45341	124720	1612	14469	0	75142	43277	58581	0	0	33504	9371	12255	0	75290	7136	17288	0	0	0	0	0	0	0	76058	9371	0	0	0	0
JH_Lup_arg_ERB_23-8_8312023_19.qgd	2116	74234	5001	26458	4792	17432	0	0	0	16518	10287	0	0	0	8257	4024	3442	0	0	0	7634	0	0	0	0	0	0	0	12701	4024	0	0	0	4111
JH_Lup_arg_ERB_23-9_8312023_20.qgd	16519	271160	14258	308028	29020	81040	4432	0	274493	0	96132	837990	5958	0	10792	23351	25281	0	683750	24927	0	7202	8039	0	13955	0	5292	6751	0	22670	0	271160	0	0
JH_Lup_arg_ERB_23Air1_912023_06.qgd	27443	123817	71102	908595	72017	318381	3331	41376	111309	0	50970	185428	1272	709324	49662	18307	7030	0	17714	16009	14912	16578	0	25409	46312	30451	0	13815	93356	17883	0	116998	0	0
JH_Lup_arg_LERB_24_17_7122025_05.qgd	4507	234416	4860	93498	245099	69121	7895	0	771512	0	45262	0	0	0	23763	8583	2030	0	0	21897	0	0	0	0	0	0	0	0	420893	8583	0	0	0	14390
JH_Lup_arg_LERB_24_19_7122025_04.qgd	13684	277301	12812	285801	0	144467	0	0	0	185542	0	0	0	0	51190	7017	0	0	0	15852	0	0	0	0	0	0	0	0	0	0	0	0	0	0
JH_Lup_arg_LERB_24_23-7_7112025_10.qgd	8790	221362	12614	613067	95972	596843	23893	0	0	221702	112350	493196	0	0	59617	35148	15837	0	133452	40030	0	0	0	6271	0	0	0	0	0	34985	0	0	0	0
JH_Lup_arg_LERB_24_23-9_7112025_14.qgd	4113	227941	10779	533744	0	342176	13640	0	0	514621	0	0	0	0	682253	6573	0	0	0	3045238	0	0	0	0	0	0	0	0	0	6573	0	0	0	0
JH_Lup_arg_LERB_24_33_7122025_10.qgd	5156	338401	0	147314	100791	215773	10495	0	317804	125119	79496	79496	0	0	78569	9001	0	0	0	97177	0	0	0	0	0	0	0	0	117820	9001	0	0	0	0
JH_Lup_arg_LERB_24_Air2_7112025_03.qgd	292338	1697904	10690	162078	66221	200398	7702	0	224720	124254	217008	217008	0	0	36187	12357	0	0	0	13413	0	0	0	0	0	15986	0	0	78044	12357	0	0	0	0
JH_Lup_arg_LERB_24_Air4_7112025_05.qgd	177833	1288040	12339	312431	77081	239071	11353	0	666706	163827	89711	89711	0	0	48054	22973	0	0	0	17884	0	0	0	0	0	0	0	0	55103	22973	0	0	0	0
JH_Lup_arg_LERB_24-1_7112025_15.qgd	128473	631319	9555	160294	98517	184993	4796	0	314336	0	337704	473484	0	0	56124	93255	21385	0	0	56190	0	0	0	0	0	6837	0	0	262377	93255	0	631319	0	0
JH_Lup_arg_LERB_24-11_7122025_08.qgd	199735	1074511	0	152698	150424	285818	4057	43784	0	0	998718	998718	0	0	22040	117991	0	0	0	28919	0	0	0	0	0	0	0	0	172918	117991	0	1074511	0	0
JH_Lup_arg_LERB_24-16_7122025_06.qgd	46761	543728	14222	72450	30070	6611	11583	0	253568	0	245389	0	3271	0	33587	45337	17109	0	5006	65625	0	0	0	0	0	0	0	0	17310	45337	0	0	0	3264
JH_Lup_arg_LERB_24-20_7112025_06.qgd	37807	417525	0	110458	35048	180850	10091	32628	0	0	124930	126266	0	0	16092	18324	26709	0	0	6893	0	0	0	0	0	0	0	0	48851	18461	0	417525	0	0
JH_Lup_arg_LERB_24-21_7112025_12.qgd	1185	329582	3997	139822	133555	87984	0	0	0	110852	34026	0	0	0	244949	3533	10303	0	3328	62541	0	0	0	0	0	0	0	0	928904	3533	0	4797	0	0
JH_Lup_arg_LERB_24-23_7112025_09.qgd	6229	402668	17575	223570	81641	198926	0	0	0	129004	24413	24413	0	0	34203	3850	0	0	0	7004	0	0	0	0	0	12927	0	0	101524	5491	0	0	0	0
JH_Lup_arg_LERB_24-25_7122025_09.qgd	7728	380022	0	72250	205339	90583	4088	0	0	89694	13050	13050	0	0	24480	1758	0	0	0	22936	0	0	0	0	0	0	0	0	1165021	2355	0	0	0	0
JH_Lup_arg_LERB_24-27_7122025_11.qgd	4262	104367	6904	214202	31588	132383	6335	0	0	454234	56422	56422	0	0	1454767	26940	0	0	0	34601	0	0	0	0	0	0	0	0	0	26940	0	13883	0	0
JH_Lup_arg_LERB_24-31_7112025_07.qgd	4154	334485	28174	702695	146469	470662	15946	0	0	559061	168644	86372	0	0	2165686	39386	0	0	0	48520	0	0	0	0	0	0	0	0	931958	39386	0	0	0	0
JH_Lup_arg_LERB_24-32_7112025_16.qgd	7743	163039	0	120331	0	0	1873	0	0	132552	0	0	0	0	38436	0	0	0	0	47914	0	0	0	0	0	0	0	0	0	2462	0	163039	0	16610
JH_Lup_arg_LERB_24-5_7112025_08.qgd	95785	549485	15685	247020	1885642	1066864	12180	1092457	0	0	761560	761560	0	0	14141	28146	12248	0	0	5175	0	0	0	0	0	7896	0	672	3212202	27704	0	545751	0	0
JH_Lup_arg_LERB_24-8_7112025_13.qgd	44857	235762	0	123655	72695	46872	2099	0	0	69203	23056	0	0	0	60539	2381	0	0	16114	53945	0	0	0	0	0	0	0	0	1010181	2381	0	0	0	0
JH_Lup_arg_LERB_24-9_7112025_11.qgd	812	81391	0	192402	0	135024	5613	0	0	158534	99846	99846	0	0	60972	4073	0	0	0	30011	0	0	0	0	0	0	0	0	0	4073	0	0	0	0
LERB2_08282019.qgd	3946	62687	0	9041	20735	0	983	0	87699	6705	5008	0	0	0	1605	580	0	0	1872	3043	0	0	0	0	0	0	0	0	3590	580	0	62687	0	0
LERB3_08282019.qgd	5244	75197	0	22720	18668	0	0	0	135846	5501	6368	8586	0	0	1057	834	0	0	1930	3222	0	0	0	0	0	0	0	0	1210	834	0	75197	0	0
lerb4_08292019pm.qgd	15541	299384	12174	109835	78648	369287	7833	22461	3706542	52488	180794	167799	4101	0	25352	22568	14394	0	395	4305	0	0	0	0	8804	0	0	0	27081	22568	10737	299384	3340	97744
lerb5_08292019pm.qgd	3725	0	0	0	16604	25768	689	6266	106237	11460	23474	0	0	0	2713	2109	0	0	1965	3174	0	0	0	0	0	0	0	0	8578	2109	0	96810	0	0
lerb6_08292019pm.qgd	44211	499866	27800	53197	24874	224366	1900	0	573540	7700	82310	113781	3644	0	15969	9743	18261	0	1157	784	0	0	0	0	0	3123	0	0	7301	9743	0	499866	0	38692
LERBAIR1_08282019.qgd	2074	0	0	0	5923	0	0	2903	4864	3834	13228	0	0	0	990	499	0	0	710	3111	0	0	0	0	0	0	0	0	0	499	0	0	0	1710
Lupine1Aug3L_08252017.qgd	136050	817679	10654	180355	0	139768	38725	14645	308085	17894	32126	0	0	0	0	6004	0	0	2747	6449	0	0	0	0	0	0	0	0	0	6004	0	817679	0	55086
Lupine2Aug3L_08252017.qgd	2618	165598	3650	120930	0	31835	8812	0	580202	9289	17580	62773	0	5465	0	3787	0	0	0	5984	0	0	0	0	0	0	0	0	10550	3787	0	165598	0	74314
Lupine3Aug3_08252017.qgd	3997	213413	12020	201133	0	140028	23134	0	165574	30863	7278	0	0	0	0	1540	0	0	0	12861	0	0	0	0	12107	10010	0	0	22574	1540	0	213413	0	19341
Lupine4Aug3_08252017.qgd	19676	195942	0	161229	0	178512	7070	0	33511	29519	8256	0	0	0	0	2141	0	0	0	10228	0	0	0	0	0	0	0	0	0	2171	0	195942	0	0
Lupine5Aug3L_08262017.qgd	8738	37263	0	0	35260	0	2671	57844	0	9587	0	0	0	0	3792	0	0	0	0	3688	0	0	0	0	0	0	0	0	95093	0	0	0	0	0
LupineR1Aug20_08252017.qgd	3795	28045	8525	9055	21572	17836	19845	7394	18077	0	8653	48367	997	331358	62819	1311	3039	0	0	20877	2698	0	0	0	7253	3734	1115	0	10103	1311	0	28045	0	0
LupineR2Aug20redo_08252017.qgd	17576	123928	10826	74447	0	78171	15688	0	145054	0	73414	404427	3298	243995	112691	14799	9078	0	2201	614387	9224	7049	8274	13565	25867	16937	0	9660	4319	14799	0	123928	0	2942
LupineR3Aug20_08252017.qgd	20922	246134	6149	56876	38250	52027	46464	3136	33491	0	13782	105754	0	138775	9352	3171	0	0	15784	35122	3753	0	659	0	9443	4202	1128	0	0	3171	0	246134	0	0
LupineR4Aug20_08252017.qgd	15882	81036	5252	61423	0	83851	15365	5974	79705	0	82183	810426	3110	141075	175482	16198	19603	0	5626	16776	4509	1763	0	0	55791	17479	0	5071	0	16198	0	81036	0	0
Lupinus_brc_20_1_8122021_11.qgd	8561	176833	13280	723883	69871	289745	6519	0	0	0	150624	53059	0	0	67295	11433	0	0	0	12211	0	0	0	0	0	0	0	0	137875	11433	0	0	0	0
Lupinus_brc_20_2_8122021_20.qgd	7420	178847	8809	675496	111465	409656	11946	0	3099548	0	0	431595	0	0	83909	43869	43067	0	0	0	0	0	0	0	0	0	0	0	106097	41480	18280	0	0	211417
Lupinus_brc_20_3_8142021_05.qgd	10872	339067	13950	734808	23513	65714	2705	0	470992	0	102408	90818	0	0	0	13318	10037	0	6663	7877	0	0	0	0	0	0	0	0	55021	13354	0	0	0	47157
Lupinus_brc_20_4_8142021_06.qgd	22624	441361	20284	535093	36674	90815	3214	14329	480419	0	280697	130955	0	0	5922	59588	15666	0	67054	7026	0	0	0	0	0	0	0	0	22457	58868	0	441361	0	0
Lupinus_brc_20_5_8122021_17.qgd	72857	945449	23123	991953	799100	1022724	26828	466120	720912	52707	56233	65958	0	0	173410	11662	0	0	0	7056	0	0	0	0	0	0	0	0	311895	11662	0	945449	0	0
Lupinus_brc_20_6_8122021_15.qgd	5959	233032	11412	672966	77138	250033	5371	0	0	0	0	114075	0	0	52630	10976	0	0	9473	17305	0	0	0	0	0	0	0	0	158965	10976	0	0	0	0
