index	FileName	fn1	fn2	fn3	fn4	fn5	fn6	fn7	fn8	sample	rowSum	Cluster	redos	type	pop	sample_year	plant	scented	rundate	GCn	renamed
1985	JH_Lup_arg_CIN_23-8_8312023_03.qgd	JH	Lup	arg	CIN	23	8	8312023	3	JH_Lup_arg_CIN_23-8_8312023_03	183017694	4		floral	cmn	23	23-8	1	8312023		
1986	JH_Lup_arg_CIN_23-10_8312023_04.qgd	JH	Lup	arg	CIN	23	10	8312023	4	JH_Lup_arg_CIN_23-10_8312023_04	139383732	4		floral	cmn	23	23-10	1	8312023		
1987	JH_Lup_arg_CIN_23-11_8312023_05.qgd	JH	Lup	arg	CIN	23	11	8312023	5	JH_Lup_arg_CIN_23-11_8312023_05	347966891	1		floral	cmn	23	23-11	1	8312023		
1988	JH_Lup_arg_CIN_23-12_8312023_06.qgd	JH	Lup	arg	CIN	23	12	8312023	6	JH_Lup_arg_CIN_23-12_8312023_06	119853965	4		floral	cmn	23	23-12	1	8312023		
1989	JH_Lup_arg_CIN_23-13_8312023_07.qgd	JH	Lup	arg	CIN	23	13	8312023	7	JH_Lup_arg_CIN_23-13_8312023_07	91011427	4		floral	cmn	23	23-13	1	8312023		
1990	JH_Lup_arg_CIN_23-14_8312023_08.qgd	JH	Lup	arg	CIN	23	14	8312023	8	JH_Lup_arg_CIN_23-14_8312023_08	222151738	4		floral	cmn	23	23-14	1	8312023		
1991	JH_Lup_arg_CIN_23-15_8312023_09.qgd	JH	Lup	arg	CIN	23	15	8312023	9	JH_Lup_arg_CIN_23-15_8312023_09	249846323	1		floral	cmn	23	23-15	1	8312023		
1992	JH_Lup_arg_CIN_23Air1_8312023_10.qgd	JH	Lup	arg	CIN	23Air1	8312023	10	qgd	JH_Lup_arg_CIN_23Air1_8312023_10	124089023	4		ambient	cmn	23	23Air1		8312023		
1993	JH_Lup_arg_CIN_23Air2_8312023_11.qgd	JH	Lup	arg	CIN	23Air2	8312023	11	qgd	JH_Lup_arg_CIN_23Air2_8312023_11	203548936	4		ambient	cmn	23	23Air2		8312023		
1994	JH_Lup_arg_ERB_23-1_8312023_12.qgd	JH	Lup	arg	ERB	23	1	8312023	12	JH_Lup_arg_ERB_23-1_8312023_12	131347272	4		floral	erb	23	23-1	0	8312023		
1995	JH_Lup_arg_ERB_23-2_8312023_13.qgd	JH	Lup	arg	ERB	23	2	8312023	13	JH_Lup_arg_ERB_23-2_8312023_13	407625373	4		floral	erb	23	23-2	0	8312023		
1996	JH_Lup_arg_ERB_23-3_8312023_14.qgd	JH	Lup	arg	ERB	23	3	8312023	14	JH_Lup_arg_ERB_23-3_8312023_14	394609440	4		floral	erb	23	23-3	0	8312023		
1997	JH_Lup_arg_ERB_23-4_8312023_15.qgd	JH	Lup	arg	ERB	23	4	8312023	15	JH_Lup_arg_ERB_23-4_8312023_15	180024812	4		floral	erb	23	23-4	0	8312023		
1998	JH_Lup_arg_ERB_23-5_8312023_16.qgd	JH	Lup	arg	ERB	23	5	8312023	16	JH_Lup_arg_ERB_23-5_8312023_16	124934284	4		floral	erb	23	23-5	0	8312023		
1999	JH_Lup_arg_ERB_23-6_8312023_17.qgd	JH	Lup	arg	ERB	23	6	8312023	17	JH_Lup_arg_ERB_23-6_8312023_17	303204479	4		floral	erb	23	23-6	0	8312023		
2000	JH_Lup_arg_ERB_23-7_8312023_18.qgd	JH	Lup	arg	ERB	23	7	8312023	18	JH_Lup_arg_ERB_23-7_8312023_18	418141826	1		floral	erb	23	23-7	0	8312023		
2001	JH_Lup_arg_ERB_23-8_8312023_19.qgd	JH	Lup	arg	ERB	23	8	8312023	19	JH_Lup_arg_ERB_23-8_8312023_19	159866597	4		floral	erb	23	23-8	0	8312023		
2002	JH_Lup_arg_ERB_23-9_8312023_20.qgd	JH	Lup	arg	ERB	23	9	8312023	20	JH_Lup_arg_ERB_23-9_8312023_20	183711523	4		floral	erb	23	23-9	0	8312023		
2004	JH_Lup_arg_ERB_23-10_912023_01.qgd	JH	Lup	arg	ERB	23	10	912023	1	JH_Lup_arg_ERB_23-10_912023_01	173696950	4		floral	erb	23	23-10	0	912023		
2005	JH_Lup_arg_ERB_23-11_912023_02.qgd	JH	Lup	arg	ERB	23	11	912023	2	JH_Lup_arg_ERB_23-11_912023_02	117932205	4		floral	erb	23	23-11	1	912023		
2006	JH_Lup_arg_ERB_23-12_912023_03.qgd	JH	Lup	arg	ERB	23	12	912023	3	JH_Lup_arg_ERB_23-12_912023_03	126439483	4		floral	erb	23	23-12	0	912023		
2008	JH_Lup_arg_ERB_23-13_912023_04.qgd	JH	Lup	arg	ERB	23	13	912023	4	JH_Lup_arg_ERB_23Air2_912023_05	231105824	4		ambient	erb	23	Air2		912023		renamed
2009	JH_Lup_arg_ERB_23Air2_912023_05.qgd	JH	Lup	arg	ERB	23Air2	912023	5	qgd	JH_Lup_arg_ERB_23Air1_912023_06	335714860	4		ambient	erb	23	Air1		912023		renamed
2010	JH_Lup_arg_ERB_23Air1_912023_06.qgd	JH	Lup	arg	ERB	23Air1	912023	6	qgd	JH_Lup_arg_ELK_23-1_912023_07	144575843	4		floral	elk	23	23-1	1	912023		renamed
2011	JH_Lup_arg_ELK_23-1_912023_07.qgd	JH	Lup	arg	ELK	23	1	912023	7	JH_Lup_arg_ELK_23-2_912023_08	183304933	4		floral	elk	23	23-2	1	912023		renamed
2012	JH_Lup_arg_ELK_23-2_912023_08.qgd	JH	Lup	arg	ELK	23	2	912023	8	JH_Lup_arg_ELK_23-3_912023_09	136919303	4		floral	elk	23	23-3	1	912023		renamed
2013	JH_Lup_arg_ELK_23-3_912023_09.qgd	JH	Lup	arg	ELK	23	3	912023	9	JH_Lup_arg_ELK_23-4_912023_10	90109616	4		floral	elk	23	23-4	0	912023		renamed
2014	JH_Lup_arg_ELK_23-4_912023_10.qgd	JH	Lup	arg	ELK	23	4	912023	10	Blank1_912023_11	41012416	2		blank		23			912023		renamed
2015	JH_Lup_arg_ELK_23-5_912023_01.qgd	JH	Lup	arg	ELK	23	5	912023	1	JH_Lup_arg_ELK_23-5_912023_01	423948320	1		floral	elk	23	23-5	1	912023		
2016	JH_Lup_arg_ELK_23-6_912023_02.qgd	JH	Lup	arg	ELK	23	6	912023	2	JH_Lup_arg_ELK_23-6_912023_02	186404697	4		floral	elk	23	23-6	1	912023		
2017	JH_Lup_arg_ELK_23-7_912023_03.qgd	JH	Lup	arg	ELK	23	7	912023	3	JH_Lup_arg_ELK_23-7_912023_03	371810351	4		floral	elk	23	23-7	1	912023		
2018	JH_Lup_arg_ELK_23-8_912023_04.qgd	JH	Lup	arg	ELK	23	8	912023	4	JH_Lup_arg_ELK_23-8_912023_04	324347383	1		floral	elk	23	23-8	1	912023		
2020	JH_Lup_arg_ELK_23-9_912023_05.qgd	JH	Lup	arg	ELK	23	9	912023	5	JH_Lup_arg_ELK_23Air2_912023_06	436963314	1		ambient	elk	23	Air2		912023		renamed
2022	JH_Lup_arg_ELK_23Air2_912023_06.qgd	JH	Lup	arg	ELK	23Air2	912023	6	qgd	JH_Lup_arg_ELK_ARNICA1_912023_08	133751176	4		other	elk	23	ARNICA1		912023		renamed
2023	JH_Lup_arg_ELK_23Air1_912023_07.qgd	JH	Lup	arg	ELK	23Air1	912023	7	qgd	Nayeli_5_912023_09	1882177828	3		other		23			912023		renamed
2025	JH_Lup_arg_ELK_ARNICA1_912023_08.qgd	JH	Lup	arg	ELK	ARNICA1	912023	8	qgd	Nayeli_98_912023_11	1125929096	3		other		23			912023		renamed
2048	JH_Lup_arg_ELK_23-9redo_922023_05.qgd	JH	Lup	arg	ELK	23	9redo	922023	5	JH_Lup_arg_ELK_23-9redo_922023_05	268946571	4		floral	elk	23	23-9		922023		
2051	JH_Lup_arg_ELK_23Air1redo_922023_07.qgd	JH	Lup	arg	ELK	23Air1redo	922023	7	qgd	Nayeli_82_922023_08	2513292327	3		other		23			922023		renamed
273	JH_Lup_arg_BVB_24-10_772025_01.qgd	JH	Lup	arg	BVB	24	10	772025	1	JH_Lup_arg_BVB_24-10_772025_01	612698160	7		floral	bvb	24	24-10		772025		
275	JH_Lup_arg_BVB_24-15_772025_03.qgd	JH	Lup	arg	BVB	24	15	772025	3	JH_Lup_arg_BVB_24-15_772025_03	696065877	7		floral	bvb	24	24-15		772025		
276	JH_Lup_arg_BVB_24-13_772025_04.qgd	JH	Lup	arg	BVB	24	13	772025	4	JH_Lup_arg_BVB_24-13_772025_04	794108376	7		floral	bvb	24	24-13		772025		
277	JH_Lup_arg_BVB_24-8_772025_05.qgd	JH	Lup	arg	BVB	24	8	772025	5	JH_Lup_arg_BVB_24-8_772025_05	808003585	7		floral	bvb	24	24-8		772025		
278	JH_Lup_arg_BVB_24-7_772025_06.qgd	JH	Lup	arg	BVB	24	7	772025	6	JH_Lup_arg_BVB_24-7_772025_06	1513627576	5		floral	bvb	24	24-7		772025		
280	JH_Lup_arg_BVB_24-11_772025_07.qgd	JH	Lup	arg	BVB	24	11	772025	7	JH_Lup_arg_BVB_24-5_772025_08	266837399	4		floral	bvb	24	24-5		772025		renamed
281	JH_Lup_arg_BVB_24-5_772025_08.qgd	JH	Lup	arg	BVB	24	5	772025	8	JH_Lup_arg_BVB_24-8tube2_772025_09	833744994	7		floral	bvb	24	24-8tube2		772025		renamed
282	JH_Lup_arg_BVB_24-8tube2_772025_09.qgd	JH	Lup	arg	BVB	24	8tube2	772025	9	Blank11_772025_10	67988254	2		blank		24			772025		renamed
287	JH_Lup_arg_BVB_24-11redo_792025_04.qgd	JH	Lup	arg	BVB	24	11redo	792025	4	JH_Lup_arg_BVB_24-11redo_792025_04	2276938746	5		floral	bvb	24	24-11		792025		
288	JH_Lup_arg_BVB_24-Air2_792025_05.qgd	JH	Lup	arg	BVB	24	Air2	792025	5	JH_Lup_arg_BVB_24-Air2_792025_05	325884966	4		ambient	bvb	24	24-Air2		792025		
289	JH_Lup_arg_BVB_24-26_792025_06.qgd	JH	Lup	arg	BVB	24	26	792025	6	JH_Lup_arg_BVB_24-26_792025_06	675251725	7		floral	bvb	24	24-26		792025		
291	JH_Lup_arg_BVB_24-12_792025_02.qgd	JH	Lup	arg	BVB	24	12	792025	2	JH_Lup_arg_BVB_24-12_792025_02	442043086	7		floral	bvb	24	24-12		792025		
292	JH_Lup_arg_BVB_24-30_792025_03.qgd	JH	Lup	arg	BVB	24	30	792025	3	JH_Lup_arg_BVB_24-30_792025_03	40471394	2		floral	bvb	24	24-30		792025		
293	JH_Lup_arg_BVB_24-Air4_792025_04.qgd	JH	Lup	arg	BVB	24	Air4	792025	4	JH_Lup_arg_BVB_24-Air4_792025_04	2615101294	5		ambient	bvb	24	24-Air4		792025		
295	JH_Lup_arg_BVB_24-23_792025_05.qgd	JH	Lup	arg	BVB	24	23	792025	5	JH_Lup_arg_BVB_24-Air3_792025_06	172377362	4		ambient	bvb	24	24-Air3		792025		renamed
296	JH_Lup_arg_BVB_24-Air3_792025_06.qgd	JH	Lup	arg	BVB	24	Air3	792025	6	JH_Lup_arg_BVB_24-18_792025_07	635761732	7		floral	bvb	24	24-18		792025		renamed
297	JH_Lup_arg_BVB_24-18_792025_07.qgd	JH	Lup	arg	BVB	24	18	792025	7	JH_Lup_arg_BVB_24-22_792025_08	2796363225	5		floral	bvb	24	24-22		792025		renamed
298	JH_Lup_arg_BVB_24-22_792025_08.qgd	JH	Lup	arg	BVB	24	22	792025	8	JH_Lup_arg_BVB_24-Air5_792025_09	2227558556	5		ambient	bvb	24	24-Air5		792025		renamed
299	JH_Lup_arg_BVB_24-Air5_792025_09.qgd	JH	Lup	arg	BVB	24	Air5	792025	9	JH_Lup_arg_BVB_24-Air1_792025_10	633406739	7		ambient	bvb	24	24-Air1		792025		renamed
300	JH_Lup_arg_BVB_24-Air1_792025_10.qgd	JH	Lup	arg	BVB	24	Air1	792025	10	JH_Lup_arg_BVB_24-21_792025_11	448192066	7		floral	bvb	24	24-21		792025		renamed
301	JH_Lup_arg_BVB_24-21_792025_11.qgd	JH	Lup	arg	BVB	24	21	792025	11	JH_Lup_arg_BVB_24-29_792025_12	1185452664	5		floral	bvb	24	24-29		792025		renamed
303	JH_Lup_arg_BVB_24-29_792025_12.qgd	JH	Lup	arg	BVB	24	29	792025	12	JH_Lup_arg_CIN23_23-2_792025_14	2104494464	5		floral	cmn	24	23-2		792025		renamed
304	JH_Lup_arg_BVB_24-27_792025_13.qgd	JH	Lup	arg	BVB	24	27	792025	13	JH_Lup_arg_CIN23_24-13_792025_15	446364442	7		floral	cmn	24	24-13		792025		renamed
305	JH_Lup_arg_CIN23_23-2_792025_14.qgd	JH	Lup	arg	CIN23	23	2	792025	14	JH_Lup_arg_CIN23_24-4_792025_16	577356435	7		floral	cmn	24	24-4		792025		renamed
306	JH_Lup_arg_CIN23_24-13_792025_15.qgd	JH	Lup	arg	CIN23	24	13	792025	15	JH_Lup_arg_CIN23_24-9_792025_17	1084104547	5		floral	cmn	24	24-9		792025		renamed
307	JH_Lup_arg_CIN23_24-4_792025_16.qgd	JH	Lup	arg	CIN23	24	4	792025	16	JH_Lup_arg_CIN23_24-20_792025_18	777027252	7		floral	cmn	24	24-20		792025		renamed
308	JH_Lup_arg_CIN23_24-9_792025_17.qgd	JH	Lup	arg	CIN23	24	9	792025	17	JH_Lup_arg_CIN23_23-9_792025_19	376191190	7		floral	cmn	24	23-9		792025		renamed
309	JH_Lup_arg_CIN23_24-20_792025_18.qgd	JH	Lup	arg	CIN23	24	20	792025	18	JH_Lup_arg_CIN23_24-5_792025_20	663792051	7		floral	cmn	24	24-5		792025		renamed
310	JH_Lup_arg_CIN23_23-9_792025_19.qgd	JH	Lup	arg	CIN23	23	9	792025	19	JH_Lup_arg_CIN23_24-17_792025_21	284293586	4		floral	cmn	24	24-17		792025		renamed
311	JH_Lup_arg_CIN23_24-5_792025_20.qgd	JH	Lup	arg	CIN23	24	5	792025	20	JH_Lup_arg_CIN23_24-Air2_792025_22	272939781	4		ambient	cmn	24	24-Air2		792025		renamed
313	JH_Lup_arg_CIN23_24-17_792025_21.qgd	JH	Lup	arg	CIN23	24	17	792025	21	JH_Lup_arg_CIN23_24-18_792025_24	713303692	7		floral	cmn	24	24-18		792025		renamed
314	JH_Lup_arg_CIN23_24-Air2_792025_22.qgd	JH	Lup	arg	CIN23	24	Air2	792025	22	JH_Lup_arg_CIN23_23-6_792025_25	2731791753	5		floral	cmn	24	23-6		792025		renamed
315	JH_Lup_arg_CIN23_23-14_792025_23.qgd	JH	Lup	arg	CIN23	23	14	792025	23	DC_trapblank_195_25_792025_26	264884144	4		blank		24			792025		renamed
316	JH_Lup_arg_CIN23_24-18_792025_24.qgd	JH	Lup	arg	CIN23	24	18	792025	24	DC_trapblank_196_25_792025_27	279090965	4		blank		24			792025		renamed
317	JH_Lup_arg_CIN23_23-6_792025_25.qgd	JH	Lup	arg	CIN23	23	6	792025	25	?	266188418	4		blank	cmn	24			792025		renamed
322	JH_Lup_arg_BVB_24-30redo_7102025_02.qgd	JH	Lup	arg	BVB	24	30redo	7102025	2	JH_Lup_arg_BVB_24-30redo_7102025_02	1262877550	7		floral	bvb	24	24-30		7102025		
323	JH_Lup_arg_BVB_24-23redo_7102025_03.qgd	JH	Lup	arg	BVB	24	23redo	7102025	3	JH_Lup_arg_BVB_24-23redo_7102025_03	75307872	2		floral	bvb	24	24-23		7102025		
324	JH_Lup_arg_BVB_24-27redo_7102025_04.qgd	JH	Lup	arg	BVB	24	27redo	7102025	4	JH_Lup_arg_BVB_24-27redo_7102025_04	214880819	4		floral	bvb	24	24-27		7102025		
325	JH_Lup_arg_CIN23_23-14redo_7102025_05.qgd	JH	Lup	arg	CIN23	23	14redo	7102025	5	JH_Lup_arg_CIN23_23-14redo_7102025_05	922415788	7		floral	cmn	24	23-14		7102025		
326	JH_Lup_arg_CIN23_24-14_7102025_06.qgd	JH	Lup	arg	CIN23	24	14	7102025	6	JH_Lup_arg_CIN23_24-14_7102025_06	570271997	7		floral	cmn	24	24-14		7102025		
327	JH_Lup_arg_CIN23_24-Pinflag_7102025_07.qgd	JH	Lup	arg	CIN23	24	Pinflag	7102025	7	JH_Lup_arg_CIN23_24-Pinflag_7102025_07	739358987	7		other	cmn	24	24-Pinflag		7102025		
328	JH_Lup_arg_CIN23_24-15_7102025_08.qgd	JH	Lup	arg	CIN23	24	15	7102025	8	JH_Lup_arg_CIN23_24-15_7102025_08	410109468	4		floral	cmn	24	24-15		7102025		
329	JH_Lup_arg_CIN23_24-19_7102025_09.qgd	JH	Lup	arg	CIN23	24	19	7102025	9	JH_Lup_arg_CIN23_24-19_7102025_09	947688966	5		floral	cmn	24	24-19		7102025		
330	JH_Lup_arg_CIN23_24-12_7102025_10.qgd	JH	Lup	arg	CIN23	24	12	7102025	10	JH_Lup_arg_CIN23_24-12_7102025_10	1714472097	5		floral	cmn	24	24-12		7102025		
335	JH_Lup_arg_BVB_24-23redo2_7112025_02.qgd	JH	Lup	arg	BVB	24	23redo2	7112025	2	JH_Lup_arg_LERB_24_Air2_7112025_03	352736851	7		ambient	lerb	24	24-Air2		7112025		renamed
336	JH_Lup_arg_LERB_24_Air2_7112025_03.qgd	JH	Lup	arg	LERB	24	Air2	7112025	3	JH_Lup_arg_LERB_24_23-1_7112025_04	623179669	7		floral	lerb	24	24-23		7112025		renamed
337	JH_Lup_arg_LERB_24_23-1_7112025_04.qgd	JH	Lup	arg	LERB	24	23	1	7112025	JH_Lup_arg_LERB_24_Air4_7112025_05	288960855	4		ambient	lerb	24	24-Air4		7112025		renamed
338	JH_Lup_arg_LERB_24_Air4_7112025_05.qgd	JH	Lup	arg	LERB	24	Air4	7112025	5	JH_Lup_arg_LERB_24-20_7112025_06	723971701	7		floral	lerb	24	24-20		7112025		renamed
339	JH_Lup_arg_LERB_24-20_7112025_06.qgd	JH	Lup	arg	LERB	24	20	7112025	6	JH_Lup_arg_LERB_24-31_7112025_07	469555333	7		floral	lerb	24	24-31		7112025		renamed
340	JH_Lup_arg_LERB_24-31_7112025_07.qgd	JH	Lup	arg	LERB	24	31	7112025	7	JH_Lup_arg_LERB_24-5_7112025_08	1988896324	5		floral	lerb	24	24-5		7112025		renamed
341	JH_Lup_arg_LERB_24-5_7112025_08.qgd	JH	Lup	arg	LERB	24	5	7112025	8	JH_Lup_arg_LERB_24-23_7112025_09	326375681	4		floral	lerb	24	24-23		7112025		renamed
342	JH_Lup_arg_LERB_24-23_7112025_09.qgd	JH	Lup	arg	LERB	24	23	7112025	9	JH_Lup_arg_LERB_24_23-7_7112025_10	626778119	7		floral	lerb	24	24-23		7112025		renamed
343	JH_Lup_arg_LERB_24_23-7_7112025_10.qgd	JH	Lup	arg	LERB	24	23	7	7112025	JH_Lup_arg_LERB_24-9_7112025_11	2222502617	5		floral	lerb	24	24-9		7112025		renamed
344	JH_Lup_arg_LERB_24-9_7112025_11.qgd	JH	Lup	arg	LERB	24	9	7112025	11	JH_Lup_arg_LERB_24-21_7112025_12	1481070518	5		floral	lerb	24	24-21		7112025		renamed
345	JH_Lup_arg_LERB_24-21_7112025_12.qgd	JH	Lup	arg	LERB	24	21	7112025	12	JH_Lup_arg_LERB_24-8_7112025_13	242374916	4		floral	lerb	24	24-8		7112025		renamed
346	JH_Lup_arg_LERB_24-8_7112025_13.qgd	JH	Lup	arg	LERB	24	8	7112025	13	JH_Lup_arg_LERB_24_23-9_7112025_14	331633759	4		floral	lerb	24	24-23		7112025		renamed
347	JH_Lup_arg_LERB_24_23-9_7112025_14.qgd	JH	Lup	arg	LERB	24	23	9	7112025	JH_Lup_arg_LERB_24-1_7112025_15	2476997473	5		floral	lerb	24	24-1		7112025		renamed
348	JH_Lup_arg_LERB_24-1_7112025_15.qgd	JH	Lup	arg	LERB	24	1	7112025	15	JH_Lup_arg_LERB_24-32_7112025_16	315257800	4		floral	lerb	24	24-32		7112025		renamed
349	JH_Lup_arg_LERB_24-32_7112025_16.qgd	JH	Lup	arg	LERB	24	32	7112025	16	JH_Lup_arg_LERB_24-18_7112025_17	692213519	7		floral	lerb	24	24-18		7112025		renamed
350	JH_Lup_arg_LERB_24-18_7112025_17.qgd	JH	Lup	arg	LERB	24	18	7112025	17	?	315660399	7		floral	lerb	24			7112025		renamed
353	JH_Lup_arg_BVB_24-23redo3_7122025_02.qgd	JH	Lup	arg	BVB	24	23redo3	7122025	2	JH_Lup_arg_BVB_24-23redo3_7122025_02	734649594	7		floral	lerb	24	24-23		7122025		
354	JH_Lup_arg_LERB_24-Air3redo2_7122025_03.qgd	JH	Lup	arg	LERB	24	Air3redo2	7122025	3	JH_Lup_arg_LERB_24-Air3redo2_7122025_03	66525669	2		ambient	lerb	24	24-Air3		7122025		
355	JH_Lup_arg_LERB_24_19_7122025_04.qgd	JH	Lup	arg	LERB	24	19	7122025	4	JH_Lup_arg_LERB_24_19_7122025_04	966649650	7		floral	lerb	24	24-19		7122025		
356	JH_Lup_arg_LERB_24_17_7122025_05.qgd	JH	Lup	arg	LERB	24	17	7122025	5	JH_Lup_arg_LERB_24_17_7122025_05	248923389	4		floral	lerb	24	24-17		7122025		
357	JH_Lup_arg_LERB_24-16_7122025_06.qgd	JH	Lup	arg	LERB	24	16	7122025	6	JH_Lup_arg_LERB_24-16_7122025_06	245074859	4		floral	lerb	24	24-16		7122025		
358	JH_Lup_arg_LERB_24-Air1_7122025_07.qgd	JH	Lup	arg	LERB	24	Air1	7122025	7	JH_Lup_arg_LERB_24-Air1_7122025_07	2154541243	5		ambient	lerb	24	24-Air1		7122025		
359	JH_Lup_arg_LERB_24-11_7122025_08.qgd	JH	Lup	arg	LERB	24	11	7122025	8	JH_Lup_arg_LERB_24-11_7122025_08	365132960	4		floral	lerb	24	24-11		7122025		
360	JH_Lup_arg_LERB_24-25_7122025_09.qgd	JH	Lup	arg	LERB	24	25	7122025	9	JH_Lup_arg_LERB_24-25_7122025_09	480774004	7		floral	lerb	24	24-25		7122025		
361	JH_Lup_arg_LERB_24_33_7122025_10.qgd	JH	Lup	arg	LERB	24	33	7122025	10	JH_Lup_arg_LERB_24_33_7122025_10	778749692	7		floral	lerb	24	24-33		7122025		
362	JH_Lup_arg_LERB_24-27_7122025_11.qgd	JH	Lup	arg	LERB	24	27	7122025	11	JH_Lup_arg_LERB_24-27_7122025_11	1263131578	5		floral	lerb	24	24-27		7122025		
363	JH_Lup_arg_LERB_24-Air5_7122025_12.qgd	JH	Lup	arg	LERB	24	Air5	7122025	12	JH_Lup_arg_LERB_24-Air5_7122025_12	840933728	7		ambient	lerb	24	24-Air5		7122025		
1509	JH_Lup_arg_BVB_24-19_772025_02.qgd	JH	Lup	arg	BVB	24	19	772025	2	JH_Lup_arg_BVB_24-19_772025_02	588869372	7		floral	bvb	24	24-19		772025		
1513	JH_Lup_arg_CIN23_24-Air2_7102025_11.qgd	JH	Lup	arg	CIN23	24	Air2	7102025	11	JH_Lup_arg_CIN23_24-Air2_7102025_11	67647813	2		ambient	cmn	24	24-Air2		7102025		
